candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
195241,29,Bachelors,Tier 2,8.77,1,1,2,4,1.03,0,0,12.0,1,8.23,521,MNC
195242,24,Masters,Tier 3,6.68,2,0,5,0,0.06,0,0,10.0,1,5.31,377,MNC
195244,32,Bachelors,Tier 2,6.89,0,2,1,0,0.11,0,0,6.0,0,3.92,299,MNC
195245,33,Bachelors,Tier 1,7.69,2,2,5,0,0.21,1,0,15.0,0,6.17,216,MNC
195246,24,Masters,Tier 2,8.78,0,3,3,4,0.95,1,0,19.0,1,4.96,425,Startup
195247,26,Bachelors,Tier 2,6.78,3,5,4,0,1.74,0,0,18.0,0,8.48,589,MNC
195251,23,Masters,Tier 2,7.14,3,4,1,0,1.6,1,0,11.0,0,3.21,371,MNC
195252,27,Masters,Tier 3,7.7,2,3,4,2,0.47,1,0,18.0,1,7.11,388,Startup
195253,26,Bachelors,Tier 3,7.85,1,3,3,0,0.69,1,0,13.0,1,9.06,151,Startup
195255,22,Bachelors,Tier 2,7.23,2,5,2,2,1.13,0,0,17.0,1,5.94,448,Mid-size
195256,31,Bachelors,Tier 3,8.72,3,2,1,0,1.05,0,0,6.0,1,3.63,506,Startup
195257,30,Bachelors,Tier 2,8.68,0,2,2,0,0.77,0,0,8.0,1,8.66,152,Startup
195259,34,Bachelors,Tier 1,7.97,0,7,1,2,1.8,0,0,19.0,1,4.67,383,MNC
195260,24,Bachelors,Tier 1,8.17,1,4,5,0,1.08,0,0,18.0,0,8.58,262,MNC
195261,30,Bachelors,Tier 2,8.36,3,3,1,3,1.44,2,0,14.5,1,6.14,546,MNC
195262,32,Bachelors,Tier 3,7.74,3,1,4,1,2.92,0,0,11.5,1,4.01,331,Startup
195263,34,Masters,Tier 1,7.09,1,1,1,1,0.61,2,0,7.5,0,3.65,343,MNC
195265,29,Masters,Tier 2,7.15,0,3,2,0,0.71,1,0,11.0,1,7.49,251,MNC
195267,26,Bachelors,Tier 1,8.38,0,1,1,2,0.26,1,0,8.0,1,6.54,444,Startup
195268,32,Masters,Tier 3,7.79,2,1,3,2,0.23,0,0,11.0,1,8.43,466,MNC
195269,33,Masters,Tier 3,6.73,1,0,2,1,0.84,2,0,7.5,0,9.24,381,MNC
195270,27,Masters,Tier 3,7.39,1,2,5,0,1.3,0,0,14.0,0,7.15,432,Startup
195271,21,Bachelors,Tier 3,9.44,1,5,5,1,1.23,0,0,21.5,1,9.36,524,Mid-size
195272,27,Bachelors,Tier 1,8.22,3,3,4,1,1.21,0,0,15.5,1,6.09,590,Startup
195273,32,Masters,Tier 2,6.75,2,5,2,3,0.46,0,0,18.5,1,9.01,446,Startup
195276,34,Bachelors,Tier 1,8.44,3,3,4,0,1.24,0,0,14.0,1,5.76,649,MNC
195277,34,Bachelors,Tier 2,6.93,1,3,5,0,2.49,0,0,16.0,0,8.12,557,Startup
195278,21,Masters,Tier 1,6.24,1,2,4,1,1.96,2,0,15.5,1,7.96,655,Startup
195280,34,Bachelors,Tier 2,7.49,3,5,1,0,0.37,0,0,12.0,1,9.0,558,Mid-size
195281,33,Masters,Tier 1,7.91,0,5,2,2,0.8,0,0,17.0,0,8.76,580,Mid-size
195282,27,Bachelors,Tier 2,8.09,0,0,3,1,1.29,0,0,7.5,0,9.84,159,MNC
195283,34,Bachelors,Tier 2,7.25,3,2,5,2,0.54,0,0,17.0,1,4.83,461,Mid-size
195284,26,Bachelors,Tier 1,7.12,0,0,1,2,1.07,0,0,5.0,1,6.74,404,MNC
195286,30,Masters,Tier 2,7.9,1,1,1,0,2.3,0,0,4.0,1,9.52,526,MNC
195287,32,Masters,Tier 2,7.87,3,2,3,0,1.75,1,0,11.0,1,9.07,387,MNC
195290,24,Bachelors,Tier 2,6.46,0,4,5,0,1.78,2,0,20.0,0,4.19,481,MNC
195291,34,Bachelors,Tier 2,8.75,0,3,5,1,1.48,0,0,17.5,1,9.08,619,Startup
195292,30,Masters,Tier 1,6.26,1,4,3,0,1.14,0,0,14.0,1,5.05,505,MNC
195294,31,Bachelors,Tier 1,8.09,2,2,1,2,0.04,0,0,9.0,0,7.35,236,MNC
195295,24,Bachelors,Tier 3,5.59,1,4,1,3,0.47,0,0,14.5,1,4.99,387,MNC
195296,21,Bachelors,Tier 1,7.94,2,4,2,1,1.36,1,0,14.5,1,9.45,604,MNC
195297,22,Masters,Tier 3,6.14,1,3,4,2,1.45,1,0,18.0,1,6.39,243,Startup
195298,27,Masters,Tier 2,6.58,1,1,4,0,2.16,0,0,10.0,1,9.27,457,MNC
195300,23,Bachelors,Tier 3,6.84,1,5,2,1,1.99,0,0,15.5,1,4.27,445,Mid-size
195301,28,Masters,Tier 3,7.53,1,4,4,1,0.69,0,0,17.5,0,7.17,362,Startup
195302,34,PhD,Tier 1,7.87,0,3,3,1,3.1,2,0,15.5,1,6.38,367,Startup
195303,30,Bachelors,Tier 3,7.38,2,5,3,1,4.53,0,0,17.5,1,5.75,311,MNC
195304,34,Masters,Tier 2,7.38,2,2,4,1,0.07,1,0,14.5,1,7.73,430,MNC
195305,33,Masters,Tier 1,7.79,0,1,5,1,0.3,0,0,13.5,0,9.83,236,Mid-size
195306,34,Masters,Tier 3,7.5,2,3,5,0,0.37,1,0,17.0,1,5.28,421,Mid-size
195307,30,Bachelors,Tier 2,7.44,1,3,3,0,2.9,1,0,13.0,1,7.37,554,MNC
195308,26,Bachelors,Tier 2,7.41,1,2,1,1,0.03,1,0,8.5,0,8.52,534,MNC
195309,24,Bachelors,Tier 3,6.79,2,1,3,1,0.77,0,0,9.5,1,5.03,289,Mid-size
195310,32,Bachelors,Tier 1,6.97,2,0,1,0,3.07,1,0,3.0,1,5.1,385,Startup
195311,21,Masters,Tier 2,6.58,0,4,4,3,1.5,0,0,20.5,1,9.47,376,Startup
195313,23,Bachelors,Tier 2,7.85,2,2,5,1,1.13,1,0,16.5,1,5.23,619,MNC
195317,28,Bachelors,Tier 2,8.18,0,6,3,1,1.65,0,0,19.5,1,3.74,546,Mid-size
195319,22,Bachelors,Tier 3,6.56,0,3,2,0,0.89,0,0,10.0,0,5.79,339,Startup
195323,23,Masters,Tier 2,7.13,0,2,4,2,3.35,0,0,15.0,1,8.09,256,Startup
195324,34,Bachelors,Tier 3,8.17,1,5,5,1,0.26,0,0,21.5,1,6.84,304,MNC
195325,25,Bachelors,Tier 2,7.28,1,2,1,2,0.17,1,0,10.0,1,9.62,310,MNC
195326,26,Bachelors,Tier 1,8.55,1,4,2,2,3.14,1,0,16.0,1,6.22,502,Mid-size
195328,22,Bachelors,Tier 2,6.53,2,1,5,0,0.95,1,0,13.0,1,4.66,278,Mid-size
195329,29,Bachelors,Tier 2,8.34,3,2,4,2,1.29,0,0,15.0,1,8.59,701,MNC
195331,28,Bachelors,Tier 2,7.56,0,1,4,2,2.8,0,0,13.0,0,9.22,318,Mid-size
195332,26,Masters,Tier 2,7.16,3,2,1,2,2.05,0,0,9.0,0,7.42,420,MNC
195334,32,Bachelors,Tier 1,6.51,2,0,4,1,0.25,0,0,9.5,1,3.41,513,Startup
195335,31,Bachelors,Tier 3,7.15,2,1,2,1,1.39,0,0,7.5,0,7.86,231,Startup
195336,24,Bachelors,Tier 2,6.62,2,2,3,1,2.21,0,0,11.5,1,4.73,697,Mid-size
195337,26,Bachelors,Tier 2,7.13,0,2,3,0,0.54,0,0,10.0,1,9.39,492,MNC
195338,34,Bachelors,Tier 2,6.27,0,4,1,1,2.15,0,0,11.5,0,9.78,594,Startup
195339,21,Bachelors,Tier 3,8.29,3,2,1,1,0.13,0,0,7.5,1,9.72,496,Startup
195340,27,Bachelors,Tier 2,7.44,2,6,4,0,0.85,1,0,21.0,1,4.45,637,Startup
195341,22,Masters,Tier 3,8.56,0,3,4,0,1.01,0,0,14.0,1,6.81,452,Startup
195343,32,Bachelors,Tier 3,7.58,1,2,4,1,2.21,1,0,14.5,1,3.02,493,MNC
195344,21,Bachelors,Tier 2,6.9,1,4,1,0,3.2,1,0,11.0,1,3.98,734,MNC
195345,21,Bachelors,Tier 3,7.48,2,6,3,0,0.44,1,0,19.0,1,6.83,242,MNC
195346,22,Masters,Tier 2,7.5,3,3,2,0,0.12,0,0,10.0,0,5.99,424,MNC
195347,31,Masters,Tier 3,6.65,2,3,4,1,1.98,1,0,16.5,1,4.25,578,Startup
195349,34,Bachelors,Tier 3,7.88,3,1,3,1,3.63,0,0,9.5,1,3.82,239,Startup
195350,23,Masters,Tier 1,9.21,1,4,2,0,1.23,0,0,12.0,1,5.11,360,Startup
195352,29,Masters,Tier 2,6.4,0,4,4,1,3.86,0,0,17.5,1,5.98,444,MNC
195356,30,Bachelors,Tier 2,7.91,1,5,1,2,0.31,0,0,15.0,1,9.05,554,Mid-size
195357,25,Masters,Tier 1,8.04,1,6,4,3,2.47,2,0,26.5,1,3.37,436,MNC
195358,33,Bachelors,Tier 2,6.54,0,2,1,0,1.79,0,0,6.0,0,4.16,364,MNC
195359,32,Bachelors,Tier 3,7.99,2,3,1,3,0.87,0,0,12.5,1,4.07,442,Startup
195363,28,Masters,Tier 2,7.84,1,1,3,0,0.07,1,0,9.0,1,9.67,291,Mid-size
195364,22,Bachelors,Tier 1,6.64,1,1,2,1,0.8,1,0,8.5,1,9.71,411,Startup
195365,22,Bachelors,Tier 1,7.21,3,1,1,0,0.53,0,0,4.0,1,5.16,633,MNC
195367,29,Bachelors,Tier 3,7.68,3,0,4,1,2.74,1,0,10.5,0,6.37,489,MNC
195368,30,PhD,Tier 2,6.73,0,1,2,1,2.55,0,0,7.5,1,7.38,470,Mid-size
195370,28,Bachelors,Tier 3,8.26,2,3,1,2,0.91,0,0,11.0,1,7.38,569,Mid-size
195371,34,Bachelors,Tier 3,8.42,0,1,1,0,0.95,1,0,5.0,0,8.11,456,Mid-size
195372,21,Bachelors,Tier 3,8.27,0,3,4,0,0.24,0,0,14.0,0,7.43,604,Startup
195374,33,Bachelors,Tier 1,8.96,1,2,3,3,1.11,0,0,14.5,1,7.36,487,MNC
195375,31,Bachelors,Tier 3,9.04,0,5,3,1,4.54,0,0,17.5,1,8.74,678,MNC
195376,28,Bachelors,Tier 2,6.39,0,6,5,1,2.14,0,0,23.5,1,8.2,508,Mid-size
195377,22,Bachelors,Tier 2,7.88,2,3,3,2,1.0,1,0,16.0,1,9.14,479,MNC
195378,27,Bachelors,Tier 2,7.26,1,2,1,0,1.53,1,0,7.0,1,8.55,402,Startup
195379,21,Bachelors,Tier 1,9.06,3,3,5,3,0.13,1,0,21.5,1,8.0,587,Startup
195380,26,Masters,Tier 1,8.14,1,2,3,0,1.91,0,0,10.0,0,8.1,453,Startup
195381,34,Bachelors,Tier 1,7.45,3,1,2,0,0.33,0,0,6.0,1,7.8,398,Startup
195382,30,Bachelors,Tier 1,7.16,0,3,1,0,1.45,1,0,9.0,1,5.21,542,Startup
195383,25,Bachelors,Tier 1,7.46,2,2,5,1,2.68,1,0,16.5,1,4.74,435,Startup
195384,28,Bachelors,Tier 3,8.57,1,2,5,2,0.46,0,0,17.0,1,8.59,598,Startup
195385,34,PhD,Tier 3,7.2,3,2,4,4,0.85,0,0,18.0,1,9.48,447,Startup
195386,28,Bachelors,Tier 2,6.79,3,4,5,1,2.63,0,0,19.5,1,9.16,379,Mid-size
195390,30,PhD,Tier 1,8.43,1,3,4,0,2.9,0,0,14.0,1,8.51,559,Startup
195392,28,Bachelors,Tier 3,6.91,0,3,4,1,2.22,1,0,16.5,1,9.15,447,MNC
195394,28,Bachelors,Tier 2,7.8,1,1,2,0,1.72,0,0,6.0,1,9.61,436,MNC
195395,26,Bachelors,Tier 2,7.1,2,2,2,1,0.09,0,0,9.5,1,8.53,479,Startup
195396,21,Bachelors,Tier 1,7.96,1,4,4,0,1.03,1,0,17.0,1,7.68,513,MNC
195398,28,Bachelors,Tier 3,6.98,1,4,2,3,0.11,1,0,17.5,1,9.87,717,MNC
195399,27,Bachelors,Tier 3,6.54,0,3,4,1,0.3,0,0,15.5,1,8.56,437,Mid-size
195400,21,Bachelors,Tier 2,7.04,1,2,3,0,1.38,0,0,10.0,1,7.23,512,MNC
195401,21,Masters,Tier 2,7.41,0,4,5,2,1.24,1,0,22.0,0,7.33,445,MNC
195402,32,Bachelors,Tier 1,8.27,1,3,2,2,1.04,0,0,13.0,1,8.39,318,Mid-size
195403,29,Bachelors,Tier 2,6.85,1,3,4,0,0.21,2,0,16.0,1,8.25,571,Startup
195404,32,Bachelors,Tier 2,7.1,0,1,2,0,0.14,1,0,7.0,1,6.11,207,MNC
195405,21,Masters,Tier 2,5.99,3,1,1,2,1.38,0,0,7.0,1,4.0,702,Startup
195406,32,Bachelors,Tier 2,7.5,0,4,4,1,2.97,0,0,17.5,0,3.74,425,MNC
195407,21,Bachelors,Tier 2,8.31,0,2,4,0,0.1,0,0,12.0,1,6.33,542,Startup
195408,34,Masters,Tier 2,5.93,1,0,3,0,0.56,0,0,6.0,0,5.06,404,Startup
195409,26,Masters,Tier 2,6.95,3,3,1,1,0.6,1,0,10.5,0,3.64,537,Startup
195411,23,Bachelors,Tier 1,6.01,2,4,5,1,1.45,1,0,20.5,1,9.39,532,Startup
195412,33,Masters,Tier 1,6.2,3,3,1,1,2.21,1,0,10.5,1,7.64,417,MNC
195414,33,Bachelors,Tier 1,8.62,1,5,1,1,2.01,0,0,13.5,0,8.47,595,Mid-size
195415,34,Bachelors,Tier 2,6.02,2,0,4,0,1.41,0,0,8.0,1,4.43,548,MNC
195416,22,Bachelors,Tier 2,7.06,2,2,1,1,0.13,0,0,7.5,1,6.6,500,Mid-size
195417,27,Masters,Tier 2,6.76,1,0,4,0,2.23,1,0,9.0,1,9.63,353,Startup
195420,25,Masters,Tier 3,6.34,0,1,3,2,0.71,0,0,11.0,1,6.49,357,Mid-size
195422,27,Bachelors,Tier 1,8.14,1,1,5,0,1.43,0,0,12.0,1,4.61,492,Startup
195423,31,Masters,Tier 2,7.07,3,0,5,1,3.42,0,0,11.5,1,7.88,501,Startup
195424,22,Masters,Tier 2,6.39,0,2,1,1,1.99,1,0,8.5,1,9.24,426,Startup
195426,32,Bachelors,Tier 2,7.85,3,7,4,3,1.09,0,0,26.5,1,9.58,343,MNC
195427,29,Bachelors,Tier 3,7.15,3,1,2,0,0.5,0,0,6.0,1,9.63,267,Mid-size
195432,30,Bachelors,Tier 3,8.09,1,1,3,0,2.16,0,0,8.0,1,7.5,435,MNC
195433,31,Masters,Tier 2,8.21,1,4,2,1,1.05,0,0,13.5,1,4.89,328,Startup
195436,34,Bachelors,Tier 1,7.35,0,1,3,0,0.74,0,0,8.0,0,4.72,451,Startup
195437,22,Bachelors,Tier 3,7.42,2,4,2,2,0.89,2,0,17.0,1,3.95,422,MNC
195438,25,Masters,Tier 2,6.3,2,6,5,2,1.65,0,0,25.0,1,6.89,503,MNC
195440,30,Bachelors,Tier 3,7.37,1,5,3,1,2.48,0,0,17.5,1,6.92,369,MNC
195441,32,Masters,Tier 1,7.76,3,1,4,1,0.84,0,0,11.5,1,7.99,621,MNC
195442,33,Bachelors,Tier 1,8.07,1,4,5,0,2.46,0,0,18.0,1,3.49,184,MNC
195443,24,Bachelors,Tier 1,8.21,0,5,5,0,0.1,0,0,20.0,1,7.74,366,Mid-size
195444,29,Bachelors,Tier 1,7.91,1,2,5,0,0.97,0,0,14.0,1,7.39,415,Mid-size
195446,26,Masters,Tier 3,8.81,0,2,5,2,0.79,0,0,17.0,0,7.88,509,Startup
195447,28,Bachelors,Tier 3,7.89,0,1,2,2,0.23,0,0,9.0,0,7.86,345,MNC
195448,23,Bachelors,Tier 3,6.92,1,2,1,2,0.05,0,0,9.0,1,6.17,515,MNC
195450,33,Masters,Tier 1,7.02,3,2,1,1,2.36,0,0,7.5,1,5.95,337,Mid-size
195454,21,Bachelors,Tier 2,7.99,2,4,4,1,2.44,0,0,17.5,1,8.98,604,Mid-size
195455,30,Bachelors,Tier 2,7.32,1,2,2,0,2.62,2,0,10.0,1,5.41,602,MNC
195457,28,Bachelors,Tier 1,7.91,1,4,2,1,0.36,0,0,13.5,1,9.43,475,MNC
195458,27,Bachelors,Tier 1,7.38,0,3,3,3,0.1,0,0,16.5,1,6.05,480,Mid-size
195459,23,Bachelors,Tier 1,7.58,1,3,2,0,0.15,1,0,11.0,1,4.38,361,Startup
195460,33,Bachelors,Tier 2,6.4,0,2,3,1,0.2,0,0,11.5,1,5.17,457,Mid-size
195462,27,Masters,Tier 3,7.54,1,0,1,0,0.56,0,0,2.0,1,4.97,565,MNC
195463,34,PhD,Tier 2,8.31,2,3,5,1,0.67,1,0,18.5,1,7.06,381,MNC
195466,30,Bachelors,Tier 2,7.6,2,5,3,0,0.97,0,0,16.0,1,8.59,428,Mid-size
195467,27,Masters,Tier 2,7.43,0,0,2,0,0.2,1,0,5.0,0,3.91,432,Mid-size
195468,24,Bachelors,Tier 1,7.39,0,3,2,0,0.7,0,0,10.0,0,7.26,644,Startup
195470,33,Bachelors,Tier 2,7.79,3,4,3,3,1.33,0,0,18.5,1,9.47,398,Mid-size
195471,25,Bachelors,Tier 3,7.37,0,5,2,1,0.16,0,0,15.5,1,9.73,542,MNC
195473,21,Masters,Tier 3,8.1,1,2,2,3,0.79,1,0,13.5,1,7.58,389,MNC
195474,22,Masters,Tier 2,6.95,0,3,2,0,0.74,0,0,10.0,1,4.36,364,MNC
195475,30,Bachelors,Tier 1,7.01,3,5,3,1,0.98,0,0,17.5,1,7.52,387,Startup
195476,32,Masters,Tier 2,7.77,0,3,4,2,0.94,0,0,17.0,1,5.1,508,Mid-size
195478,34,Bachelors,Tier 2,9.53,0,6,2,3,0.29,1,0,21.5,0,7.05,534,Startup
195480,23,Masters,Tier 2,8.88,0,5,3,2,1.04,0,0,19.0,1,5.83,269,MNC
195481,22,Bachelors,Tier 3,7.54,0,2,4,0,0.01,0,0,12.0,1,6.58,627,Mid-size
195483,25,Bachelors,Tier 3,6.44,2,5,2,1,0.69,0,0,15.5,1,8.48,463,Startup
195486,30,Masters,Tier 2,5.92,2,3,2,1,1.65,1,0,12.5,1,3.83,485,Startup
195488,29,Bachelors,Tier 1,8.54,0,2,5,2,0.63,1,0,18.0,1,6.58,283,Startup
195490,32,Masters,Tier 3,7.59,0,2,4,2,1.32,0,0,15.0,1,4.13,473,Mid-size
195492,27,Bachelors,Tier 2,6.35,3,4,3,2,1.61,1,0,18.0,1,3.12,299,Mid-size
195493,24,Bachelors,Tier 1,7.78,2,2,2,0,3.38,0,0,8.0,1,7.25,457,MNC
195494,30,Masters,Tier 3,7.74,2,3,1,0,1.29,0,0,8.0,1,4.54,528,MNC
195495,34,Masters,Tier 3,7.71,1,5,5,0,1.6,0,0,20.0,1,5.16,311,Mid-size
195496,30,Bachelors,Tier 2,7.45,1,3,4,0,0.31,2,0,16.0,1,3.95,574,MNC
195497,26,Masters,Tier 1,7.26,2,4,2,0,1.35,0,0,12.0,1,5.55,537,MNC
195498,21,PhD,Tier 2,7.55,1,2,1,1,2.68,0,0,7.5,1,3.76,561,MNC
195499,31,Masters,Tier 1,7.14,3,2,2,3,2.78,0,0,12.5,0,6.06,394,Startup
195501,23,Bachelors,Tier 2,7.02,2,3,1,1,0.3,1,0,10.5,1,9.83,365,MNC
195503,34,Bachelors,Tier 3,7.07,2,3,1,0,0.43,0,0,8.0,0,6.56,209,MNC
195505,30,Bachelors,Tier 3,6.26,0,0,4,1,1.22,0,0,9.5,1,7.1,320,MNC
195506,28,Masters,Tier 1,6.36,2,1,3,0,0.22,1,0,9.0,1,8.18,518,Startup
195508,21,Bachelors,Tier 3,7.95,1,3,1,0,0.26,0,0,8.0,1,9.32,254,Startup
195509,34,Bachelors,Tier 1,8.12,1,1,4,0,1.09,1,0,11.0,1,9.03,271,Startup
195510,30,Bachelors,Tier 2,7.66,2,1,1,0,3.03,0,0,4.0,0,8.74,393,Mid-size
195512,23,Masters,Tier 1,8.18,3,5,2,1,0.5,1,0,16.5,1,5.69,440,MNC
195514,22,Bachelors,Tier 3,7.68,1,3,1,2,0.21,0,0,11.0,1,3.04,665,Startup
195515,27,Bachelors,Tier 2,8.02,1,3,4,3,0.01,0,0,18.5,1,4.78,672,MNC
195516,21,Bachelors,Tier 1,7.84,2,1,4,1,3.89,0,0,11.5,1,3.18,580,Startup
195518,27,Bachelors,Tier 3,7.95,0,1,2,0,1.1,0,0,6.0,0,7.42,476,MNC
195519,28,Bachelors,Tier 1,6.29,2,4,1,2,0.63,2,0,15.0,0,4.0,630,MNC
195521,31,Masters,Tier 1,9.31,1,6,1,1,0.63,1,0,16.5,1,6.52,486,MNC
195522,23,Bachelors,Tier 3,6.67,0,1,4,2,0.06,0,0,13.0,1,4.12,367,Startup
195523,26,Bachelors,Tier 3,6.64,2,0,4,0,2.29,0,0,8.0,1,8.55,361,Mid-size
195524,28,Bachelors,Tier 3,7.6,1,2,2,0,2.06,0,0,8.0,1,8.91,352,Mid-size
195525,32,Bachelors,Tier 3,8.86,1,2,1,1,0.73,0,0,7.5,0,6.93,686,MNC
195526,21,Bachelors,Tier 3,7.21,2,3,4,0,4.15,1,0,15.0,1,9.26,773,Mid-size
195527,28,Masters,Tier 2,6.63,3,1,4,2,2.0,0,0,13.0,1,5.14,633,MNC
195530,23,Masters,Tier 1,7.26,1,3,5,2,1.0,0,0,19.0,0,7.41,545,Startup
195531,29,Bachelors,Tier 2,7.5,0,3,4,1,0.91,0,0,15.5,1,9.28,411,Startup
195533,28,Bachelors,Tier 3,8.0,1,5,1,2,2.8,1,0,16.0,1,3.65,483,MNC
195535,22,Bachelors,Tier 3,6.94,2,5,1,0,0.34,0,0,12.0,0,3.9,347,Mid-size
195536,21,Bachelors,Tier 2,6.9,1,4,3,1,0.14,0,0,15.5,1,3.96,318,MNC
195539,28,Masters,Tier 2,7.41,1,1,3,0,0.93,0,0,8.0,1,8.81,520,Mid-size
195540,25,Bachelors,Tier 2,8.58,1,2,5,0,2.34,0,0,14.0,1,7.88,272,MNC
195542,31,Bachelors,Tier 3,6.62,2,3,4,1,0.14,1,0,16.5,1,4.3,511,Mid-size
195543,24,Masters,Tier 1,7.54,1,3,1,0,4.37,0,0,8.0,1,9.08,556,MNC
195544,23,Bachelors,Tier 2,6.8,3,1,5,3,0.59,0,0,16.5,0,3.2,350,Mid-size
195545,23,PhD,Tier 1,6.51,2,4,1,2,0.31,0,0,13.0,1,6.66,526,MNC
195546,31,Bachelors,Tier 2,6.9,1,5,3,1,0.42,0,0,17.5,1,4.78,454,MNC
195547,24,Masters,Tier 2,6.64,2,0,5,1,0.8,0,0,11.5,1,4.7,689,MNC
195548,25,Masters,Tier 2,6.91,1,3,3,1,0.41,0,0,13.5,1,4.21,576,Startup
195549,30,Bachelors,Tier 3,8.15,2,3,5,0,1.42,0,0,16.0,0,6.79,501,MNC
195550,28,Masters,Tier 1,7.05,0,3,4,1,3.36,0,0,15.5,1,7.5,376,Startup
195553,25,PhD,Tier 3,7.18,3,2,4,0,0.3,2,0,14.0,1,6.04,389,MNC
195554,30,Bachelors,Tier 3,6.76,2,6,4,0,3.17,0,0,20.0,1,5.63,516,MNC
195555,33,Bachelors,Tier 3,8.78,1,4,1,0,0.88,2,0,12.0,0,3.96,690,Startup
195556,24,Masters,Tier 3,7.75,0,2,5,2,0.81,1,0,18.0,1,3.6,526,Mid-size
195557,27,PhD,Tier 3,7.49,1,3,4,0,2.58,1,0,15.0,1,5.86,532,MNC
195558,31,Bachelors,Tier 1,6.36,2,3,2,1,2.12,0,0,11.5,1,3.2,329,Startup
195559,22,Bachelors,Tier 3,8.66,2,3,5,0,0.1,1,0,17.0,1,9.67,434,Mid-size
195561,28,Bachelors,Tier 1,8.03,1,2,4,2,1.7,0,0,15.0,0,9.38,419,Mid-size
195562,21,Bachelors,Tier 1,7.45,0,3,4,1,0.63,0,0,15.5,1,4.63,433,MNC
195565,28,Bachelors,Tier 1,6.92,2,2,2,0,0.17,0,0,8.0,1,4.22,431,Startup
195567,28,Bachelors,Tier 3,7.78,3,2,2,0,2.46,0,0,8.0,1,4.14,389,Startup
195568,33,Masters,Tier 2,6.45,3,5,3,3,0.97,0,0,20.5,0,8.46,542,MNC
195569,34,Masters,Tier 1,7.44,2,2,5,1,0.24,1,0,16.5,1,6.86,382,MNC
195570,24,Masters,Tier 2,7.39,1,5,5,1,0.12,0,0,21.5,1,9.38,466,MNC
195571,28,Bachelors,Tier 1,7.5,0,2,5,1,1.2,0,0,15.5,1,7.49,365,Startup
195572,31,Bachelors,Tier 3,8.86,1,4,3,0,0.33,0,0,14.0,0,6.52,242,Startup
195573,34,Bachelors,Tier 3,8.01,3,6,4,1,1.19,0,0,21.5,1,7.7,281,Mid-size
195575,23,Bachelors,Tier 3,8.1,1,2,3,1,2.66,1,0,12.5,0,5.66,483,MNC
195576,21,Bachelors,Tier 3,6.96,2,5,2,2,0.16,2,0,19.0,0,3.17,446,Startup
195577,21,Masters,Tier 2,6.72,1,3,3,0,0.53,1,0,13.0,1,9.65,493,Startup
195579,32,Bachelors,Tier 2,8.22,3,7,2,1,2.42,0,0,19.5,0,6.87,498,MNC
195580,23,Bachelors,Tier 3,7.3,0,1,3,1,0.98,0,0,9.5,0,9.92,483,MNC
195582,25,Bachelors,Tier 2,6.91,3,3,1,1,0.82,0,0,9.5,1,4.38,499,Mid-size
195583,30,Masters,Tier 3,6.06,0,3,1,0,0.8,0,0,8.0,1,5.87,477,Startup
195585,33,Bachelors,Tier 3,7.04,1,2,1,0,1.72,0,0,6.0,0,3.92,353,Startup
195586,32,Bachelors,Tier 1,7.36,0,3,4,0,1.49,0,0,14.0,1,9.74,331,MNC
195588,33,Bachelors,Tier 1,7.94,1,7,1,1,2.2,0,0,17.5,1,6.53,714,Mid-size
195589,26,Bachelors,Tier 2,6.42,1,2,4,1,0.73,0,0,13.5,1,8.86,332,MNC
195590,23,Bachelors,Tier 3,7.55,1,3,4,2,0.73,0,0,17.0,1,8.59,632,MNC
195591,24,Bachelors,Tier 2,8.31,1,2,4,1,0.1,1,0,14.5,1,7.58,399,MNC
195592,26,Bachelors,Tier 1,6.2,1,5,2,2,1.63,1,0,18.0,0,5.81,379,MNC
195593,34,Masters,Tier 2,7.22,0,2,4,1,2.62,1,0,14.5,0,9.48,448,MNC
195595,30,Bachelors,Tier 2,8.17,1,2,3,2,0.02,1,0,14.0,0,7.75,456,MNC
195597,34,Bachelors,Tier 3,7.67,3,3,4,0,0.1,0,0,14.0,1,4.62,524,Startup
195598,26,Bachelors,Tier 2,7.67,2,4,2,2,1.77,0,0,15.0,0,4.16,473,MNC
195599,22,Bachelors,Tier 3,7.88,0,4,1,2,1.71,0,0,13.0,1,8.56,473,MNC
195600,30,Masters,Tier 3,7.68,0,5,1,0,2.51,0,0,12.0,0,3.67,543,Startup
195602,24,Masters,Tier 2,7.37,0,4,5,1,3.43,0,0,19.5,0,9.94,445,Mid-size
195603,31,Bachelors,Tier 2,7.97,2,4,2,0,1.42,0,0,12.0,0,7.7,406,Startup
195605,24,Bachelors,Tier 2,9.07,2,3,1,1,0.2,0,0,9.5,0,7.92,479,MNC
195606,22,Masters,Tier 2,6.65,1,2,1,3,0.91,0,0,10.5,1,8.22,574,Mid-size
195609,29,Bachelors,Tier 1,7.24,2,3,4,0,0.51,0,0,14.0,1,4.17,458,MNC
195610,21,Bachelors,Tier 2,7.58,1,5,4,0,1.97,0,0,18.0,1,5.72,379,Mid-size
195611,27,Bachelors,Tier 1,6.82,3,4,1,1,0.86,0,0,11.5,0,7.11,480,Mid-size
195612,30,Bachelors,Tier 1,7.41,0,4,1,1,0.95,1,0,12.5,1,4.08,572,MNC
